Product.Description,10/1/2016,11/1/2016,12/1/2016,1/1/2017,2/1/2017,3/1/2017,4/1/2017,5/1/2017,6/1/2017,7/1/2017,8/1/2017,9/1/2017,10/1/2017,11/1/2017,12/1/2017,1/1/2018,2/1/2018,3/1/2018,4/1/2018,5/1/2018,6/1/2018,7/1/2018,8/1/2018,9/1/2018,10/1/2018,11/1/2018,12/1/2018,1/1/2019,2/1/2019,3/1/2019,4/1/2019,5/1/2019,6/1/2019,7/1/2019,8/1/2019,9/1/2019,10/1/2019,11/1/2019,12/1/2019,1/1/2020,2/1/2020
Product 7997,467,333,945,605,553,3,444,541,964,744,626,806,588,633,560,993,433,513,268,500,499,845,817,376,776,424,510,47,959,426,658,711,892,122,731,308,748,861,656,848,907
Product 7998,245,523,291,381,921,501,622,444,350,41,201,199,260,986,867,687,27,528,140,765,541,504,620,702,562,18,449,895,232,894,623,535,394,541,8,564,189,718,6,681,880
Product 7999,688,807,599,897,18,505,359,217,828,248,719,619,779,445,957,158,811,484,668,944,639,713,719,228,67,321,964,688,157,243,88,314,456,431,552,541,569,562,857,501,287
Product 8000,188,137,424,95,762,647,935,448,344,843,966,97,26,110,548,838,519,413,268,647,873,134,190,104,988,530,599,641,955,577,222,930,995,102,967,99,605,164,30,261,99
Product 8001,231,166,515,91,655,933,207,965,273,802,704,878,324,779,409,207,253,559,383,271,294,272,667,306,905,702,392,5,334,467,799,875,666,934,441,7,952,258,515,135,946
Product 8002,498,255,39,504,723,340,36,227,379,677,819,669,663,806,314,726,154,23,932,742,589,387,3,455,166,508,190,590,945,843,834,488,537,694,847,696,154,77,449,98,745
Product 8003,8,649,752,101,543,284,846,246,316,174,624,421,778,402,229,707,419,975,176,56,351,907,333,388,478,393,518,49,277,269,113,833,759,936,5,850,779,138,624,407,186
Product 8004,924,329,899,188,904,34,688,256,898,214,985,774,909,153,339,467,550,528,905,138,498,619,421,135,905,345,862,644,284,233,252,266,366,418,503,862,971,804,812,350,17
Product 8005,259,969,875,718,808,276,37,973,462,531,592,962,61,838,171,365,536,789,757,28,769,323,85,224,170,217,478,113,692,939,372,64,392,705,570,757,673,381,900,400,731
Product 8006,293,817,64,383,695,448,384,255,499,894,133,95,87,713,544,763,76,458,2,372,731,787,70,949,490,12,244,547,245,119,90,848,213,644,142,130,915,501,458,517,524
Product 8007,278,4,852,209,770,743,43,362,751,312,277,99,473,445,592,209,449,855,88,84,981,450,328,276,201,306,978,269,798,142,58,491,518,644,784,907,210,363,488,195,645
Product 8008,216,853,278,690,539,98,527,479,509,756,609,594,123,46,334,405,236,192,388,95,889,554,263,704,220,631,174,322,47,632,864,285,743,725,97,806,419,658,21,950,324
Product 8009,551,914,461,999,777,250,607,942,503,584,696,801,480,465,211,53,281,663,478,194,971,915,516,90,570,372,285,600,752,643,639,234,259,707,475,692,887,819,622,19,833
Product 8010,601,136,957,153,24,203,747,950,328,208,835,497,377,611,572,368,37,405,775,962,871,15,731,153,369,134,118,196,560,113,728,230,211,895,10,337,34,522,112,202,490
Product 8011,572,929,372,174,976,523,737,498,26,360,532,90,463,524,191,379,841,101,492,656,452,22,974,593,119,932,804,419,844,174,502,468,627,874,975,45,434,417,122,464,881
Product 8012,307,158,953,69,198,123,845,671,413,897,556,860,742,535,290,643,865,704,302,367,504,135,333,882,835,626,167,882,32,35,225,143,840,862,23,877,17,762,437,712,452
Product 8013,270,359,364,15,672,112,283,816,544,985,337,198,862,61,979,366,634,136,599,532,554,827,467,254,598,912,193,906,208,814,689,751,594,365,306,305,836,733,130,685,397
Product 8014,479,222,178,296,520,788,299,387,4,505,586,253,751,994,55,608,661,74,531,903,299,686,737,576,437,163,931,413,759,835,848,540,237,538,268,704,493,599,102,363,188
Product 8015,103,623,249,878,120,518,672,560,6,475,711,251,59,795,293,510,300,102,704,692,207,703,19,781,754,150,437,869,23,418,669,719,522,107,943,232,513,371,36,345,102
Product 8016,157,451,34,625,637,7,206,84,258,64,903,162,998,822,741,323,381,78,258,309,667,952,962,651,768,236,584,275,991,52,951,773,511,388,788,725,196,142,549,248,947
Product 8017,815,564,912,714,10,454,988,259,550,573,700,489,719,718,1,375,29,302,713,601,247,378,255,797,793,62,558,581,442,137,923,805,946,141,782,317,515,689,878,730,730
Product 8018,216,254,229,550,93,490,277,729,795,346,114,579,355,871,397,994,378,47,341,987,248,368,733,610,888,584,494,467,467,829,277,852,993,682,581,293,752,10,735,277,456
Product 8019,36,3,253,30,596,738,301,768,538,972,897,348,271,21,556,963,795,779,316,949,737,152,765,682,878,485,92,929,161,691,245,90,119,419,32,34,108,920,573,746,615
Product 8020,80,240,73,873,575,895,684,549,394,107,566,993,906,153,380,157,689,137,130,947,793,188,20,39,346,406,100,400,621,564,73,296,643,755,187,685,658,920,463,835,14
Product 8021,778,698,198,597,778,556,517,786,473,958,814,343,756,443,611,639,135,353,434,368,610,475,366,270,796,66,99,298,681,329,155,165,308,584,386,999,287,224,45,184,784
Product 8022,616,702,405,793,488,119,802,593,96,595,312,166,895,742,166,363,851,168,996,281,558,89,654,961,818,680,198,365,179,196,558,911,801,73,441,1,517,825,815,670,397
Product 8023,348,712,966,103,16,16,385,523,792,107,495,311,264,31,980,826,482,218,945,81,332,568,597,596,328,560,336,224,961,705,482,548,513,919,212,188,525,30,29,372,380
Product 8024,931,561,517,675,986,428,750,146,854,288,445,140,805,535,679,648,516,613,779,194,577,27,988,669,974,833,291,909,386,854,661,482,708,913,917,724,148,439,857,526,474
Product 8025,447,801,74,281,118,38,597,481,865,328,893,200,510,984,774,427,575,483,476,759,413,401,386,144,163,859,788,691,138,870,561,294,626,234,237,221,143,425,767,710,785
Product 8026,528,427,760,348,175,248,638,428,598,463,951,812,844,113,783,681,889,791,459,985,488,190,85,533,822,741,612,1000,432,376,69,605,61,502,899,571,344,828,681,10,219
Product 8027,589,211,251,36,441,803,423,565,993,986,281,318,352,511,295,289,423,839,146,8,283,44,34,509,631,611,191,789,710,203,444,456,188,125,808,81,495,779,296,829,816
Product 8028,353,18,327,355,60,560,596,98,94,318,481,152,777,42,234,663,465,446,55,822,685,909,863,936,304,929,145,827,338,523,646,915,9,844,608,395,909,831,611,356,683
Product 8029,47,467,5,171,596,606,944,779,865,47,526,422,965,514,424,471,400,899,666,602,593,930,689,514,61,475,115,295,65,316,159,247,636,893,334,37,71,292,527,469,592
Product 8030,191,232,881,206,9,309,464,559,161,228,109,832,550,708,82,597,473,28,230,221,81,993,506,363,385,159,616,140,883,198,128,612,829,275,449,664,623,911,206,360,232
Product 8031,648,75,361,472,343,844,118,509,588,883,518,289,731,230,660,680,308,107,926,287,814,457,938,373,545,609,906,695,680,250,674,362,781,848,182,971,564,563,135,988,141
Product 8032,310,706,797,509,808,765,552,697,715,338,804,450,205,230,489,530,780,787,726,715,815,322,985,308,723,733,413,904,630,435,512,168,468,852,107,325,355,100,687,168,541
Product 8033,510,315,348,399,265,260,470,902,914,838,817,886,459,113,998,190,583,576,256,329,171,722,853,328,898,350,791,105,620,635,78,985,354,922,912,145,648,551,353,378,444
Product 8034,188,867,596,238,625,33,326,482,131,716,790,599,139,368,188,573,9,19,405,718,905,657,542,10,844,455,179,780,194,337,897,175,461,620,549,456,952,704,477,967,64
Product 8035,171,152,601,80,77,309,851,880,897,926,377,248,66,27,355,250,498,745,639,247,496,809,569,881,942,482,274,500,531,717,636,56,509,600,367,338,276,932,686,502,508
Product 8036,788,112,975,184,565,519,958,685,983,79,553,806,641,387,534,656,529,881,749,373,328,632,674,955,227,730,92,54,231,595,545,334,570,98,82,637,555,479,502,865,122
Product 8037,879,204,70,851,616,372,815,97,95,919,190,281,186,586,235,834,298,87,42,389,929,671,30,367,941,485,221,419,83,426,801,223,252,490,48,387,915,233,420,223,961
Product 8038,114,544,585,334,732,462,850,539,383,172,323,872,890,992,150,608,340,747,651,515,906,755,43,819,25,961,109,137,572,16,175,735,597,626,610,370,741,152,126,446,316
Product 8039,924,625,660,497,478,627,767,587,167,940,396,114,698,89,200,18,371,525,324,524,860,726,814,162,217,346,397,197,754,493,807,33,394,709,480,655,405,272,554,477,670
Product 8040,506,279,567,155,430,584,915,687,610,777,178,552,175,853,359,745,574,310,118,394,768,758,331,256,888,125,891,270,745,498,481,649,319,208,909,324,877,310,924,154,953
Product 8041,72,806,227,435,911,127,38,1000,467,958,220,437,76,457,931,871,844,891,703,738,975,538,598,951,68,632,740,281,67,20,272,878,145,272,331,987,900,473,789,276,526
Product 8042,728,318,678,697,145,819,932,936,301,930,849,540,342,645,813,398,637,710,893,706,823,649,63,595,445,810,747,284,185,819,357,174,177,658,565,404,393,288,56,515,555
Product 8043,103,80,273,709,246,707,931,900,667,671,414,676,39,814,500,975,817,31,2,209,560,919,626,844,91,322,723,61,491,623,770,7,964,51,0,312,901,882,366,382,466
Product 8044,721,877,778,709,42,549,776,431,593,718,704,601,327,528,920,179,791,187,99,874,767,754,28,503,256,832,679,3,523,950,177,57,107,527,488,191,518,923,891,349,678
Product 8045,857,883,988,1000,975,655,358,661,810,3,881,627,816,598,847,301,68,217,512,512,216,948,81,512,175,358,298,279,530,850,344,984,792,498,691,620,142,723,987,56,106
Product 8046,853,873,129,209,82,986,736,441,658,260,645,664,808,369,305,885,309,824,961,51,226,104,674,993,333,90,884,797,87,901,211,218,172,807,259,814,167,873,327,281,173
Product 8047,426,425,777,781,752,898,266,53,365,769,232,842,246,285,557,485,599,646,822,540,114,96,683,791,603,854,882,354,408,826,80,967,560,924,554,247,407,290,788,248,428
Product 8048,165,591,379,35,637,921,41,250,894,176,321,146,435,708,793,575,834,148,228,366,395,534,337,318,495,177,176,513,745,640,507,688,146,754,933,655,976,399,953,18,219
Product 8049,746,551,731,510,500,541,371,48,819,885,757,298,275,765,966,711,454,67,739,607,156,396,701,559,181,53,664,38,773,408,821,605,949,318,431,338,711,451,407,141,554
Product 8050,603,839,443,440,525,336,268,594,829,573,245,135,646,678,192,682,506,377,349,919,539,239,104,452,322,949,536,687,950,726,328,641,848,301,314,325,925,826,712,789,693
Product 8051,221,11,115,23,780,221,991,540,951,852,607,217,467,524,325,801,661,771,58,942,489,842,555,625,67,44,24,287,388,362,561,878,923,710,878,429,774,335,332,242,650
Product 8052,406,510,875,10,416,720,829,990,437,353,241,984,364,706,488,405,216,440,581,581,621,826,900,83,732,608,177,365,57,172,842,30,713,368,371,76,329,317,187,988,961
Product 8053,202,569,518,470,778,863,966,144,822,736,58,830,511,752,913,812,56,105,437,43,281,961,362,841,893,116,612,428,407,106,22,678,794,138,520,208,105,778,876,386,906
Product 8054,302,673,242,269,781,558,798,237,687,989,871,846,159,156,392,762,88,707,509,702,398,478,945,624,436,159,889,70,628,259,923,946,953,31,937,818,951,880,981,2,826
Product 8055,206,787,186,125,439,689,556,720,781,430,595,991,900,293,616,448,46,255,964,762,168,179,23,418,413,738,86,748,881,100,829,715,348,3,342,804,850,618,837,956,916
Product 8056,222,31,493,352,193,778,223,667,677,558,720,454,476,520,568,330,915,135,61,118,414,256,380,136,628,737,233,463,263,870,556,908,538,119,644,781,775,238,744,912,873
Product 8057,332,670,506,931,899,289,511,344,101,241,57,345,783,195,21,969,618,600,280,403,59,518,774,668,124,56,322,705,41,862,501,860,477,154,299,659,579,816,938,19,893
Product 8058,440,351,992,266,893,408,66,719,650,628,177,14,925,18,363,487,469,861,362,195,980,597,93,701,312,686,288,879,983,597,206,643,487,394,37,990,115,685,236,549,801
Product 8059,313,713,15,781,609,530,667,483,379,380,996,387,282,840,373,306,168,699,14,423,292,570,98,44,713,140,612,654,205,126,195,580,28,358,612,185,300,448,50,412,468
Product 8060,237,284,721,570,850,500,650,476,107,946,836,815,176,163,304,425,786,268,741,619,575,355,525,189,532,623,965,688,129,598,251,799,428,544,623,441,592,562,60,665,971
Product 8061,723,541,515,444,218,538,771,52,898,536,359,223,898,263,414,58,249,9,276,704,913,807,378,302,434,925,368,528,29,713,731,334,351,45,549,260,288,261,513,737,898
Product 8062,134,216,960,438,406,481,875,284,177,57,663,297,548,595,267,474,716,864,753,955,301,159,668,616,33,868,441,847,756,447,605,831,608,730,401,12,112,362,416,187,524
Product 8063,917,693,205,764,881,349,668,170,568,439,86,139,324,402,130,595,663,267,566,472,619,319,237,607,834,121,489,818,675,284,241,823,539,267,195,646,515,893,434,697,879
Product 8064,775,584,872,91,586,225,13,620,274,498,108,106,177,849,275,181,117,599,822,95,47,275,522,387,248,870,969,484,279,754,992,907,718,343,701,318,1,678,604,923,548
Product 8065,747,253,613,196,134,48,593,235,825,389,227,586,646,99,553,6,388,431,434,380,477,953,175,250,856,634,999,919,8,340,904,81,855,559,860,973,148,823,823,429,159
Product 8066,841,178,794,85,31,876,185,97,261,117,350,361,188,242,453,860,197,533,652,86,638,719,754,126,814,539,852,207,602,954,280,390,801,18,182,69,786,14,813,1000,415
Product 8067,486,151,467,317,992,843,383,812,710,390,644,312,88,977,178,942,233,942,999,341,727,402,927,161,679,504,674,371,428,335,741,159,326,955,701,672,938,37,447,191,189
Product 8068,885,740,221,536,435,3,807,345,927,694,770,427,409,891,696,744,478,402,534,478,847,409,394,523,16,49,814,860,534,655,589,82,405,823,133,935,807,950,838,384,68
Product 8069,277,956,905,538,143,638,628,592,510,718,563,372,19,985,539,685,624,502,191,584,200,904,47,707,516,927,424,518,932,663,784,587,627,511,425,310,766,47,952,800,422
Product 8070,355,749,861,875,616,81,50,222,129,540,359,751,992,709,783,913,525,283,506,379,420,578,250,379,166,230,36,111,23,578,480,445,86,336,258,90,692,670,747,180,174
Product 8071,943,91,897,129,325,997,28,215,601,740,546,185,939,185,915,86,613,206,287,25,70,240,746,988,325,293,407,262,375,902,858,347,331,578,328,649,963,843,532,464,506
Product 8072,665,125,364,917,670,738,981,210,699,992,138,279,531,783,574,678,340,246,440,330,993,455,672,725,453,847,944,926,456,864,515,203,353,692,3,246,471,783,165,566,954
Product 8073,673,637,134,633,510,580,174,509,950,506,253,880,308,531,265,83,262,639,123,761,943,96,786,448,379,2,873,455,406,860,932,284,658,95,892,487,641,405,975,637,190
Product 8074,354,342,489,387,632,93,519,739,499,77,760,388,406,199,53,758,499,614,937,863,322,32,917,122,76,690,537,924,281,224,228,385,908,716,716,714,692,977,452,681,130
Product 8075,700,616,666,566,275,117,21,114,897,691,679,322,303,170,523,471,427,917,805,875,432,39,717,453,551,444,839,646,46,552,56,196,185,938,768,80,410,590,325,571,89
Product 8076,664,886,200,800,833,402,78,955,745,214,222,525,348,305,828,891,455,352,810,175,516,973,197,589,3,789,135,690,811,562,967,868,769,675,679,615,259,147,161,369,721
Product 8077,715,370,151,495,925,37,985,212,137,636,714,467,830,130,929,182,676,307,574,581,468,816,56,65,18,845,774,924,72,820,511,465,727,917,332,548,381,652,475,369,796
Product 8078,241,140,936,977,461,168,221,121,387,551,120,518,327,92,511,891,172,326,103,845,999,559,140,425,307,511,334,331,932,77,219,597,616,148,33,60,553,795,930,309,851
Product 8079,336,10,679,692,485,93,663,911,8,30,134,805,477,686,191,446,818,621,533,893,308,386,315,984,131,547,173,854,989,755,517,111,202,206,400,16,108,91,129,914,6
Product 8080,228,453,2,118,16,871,579,396,595,181,568,271,97,549,493,447,548,305,425,884,211,877,921,382,689,620,577,602,461,936,425,18,670,958,787,314,891,857,457,350,706
Product 8081,729,516,501,278,650,287,830,773,651,700,19,271,366,979,130,458,656,964,131,523,963,410,768,13,288,338,188,661,562,529,80,307,329,914,758,361,667,828,25,274,76
Product 8082,976,352,154,182,104,358,537,762,336,185,268,123,384,115,670,544,66,289,539,30,6,298,70,490,264,635,550,768,357,799,356,237,42,949,720,895,159,193,285,424,34
Product 8083,812,241,424,797,405,70,146,535,332,338,550,304,660,457,340,139,315,510,820,145,349,987,695,337,292,455,337,540,30,1,260,662,391,267,428,51,524,895,479,891,935
Product 8084,826,22,318,474,427,299,623,429,157,380,829,441,709,750,56,953,717,246,128,526,625,297,706,924,676,87,644,330,850,153,260,616,786,634,486,897,85,160,663,225,356
Product 8085,985,330,994,740,597,54,374,5,882,179,145,328,628,244,122,742,540,409,266,86,144,419,142,38,228,931,548,612,188,278,191,712,494,898,690,652,65,690,968,599,364
Product 8086,313,643,34,265,717,780,845,245,313,731,943,420,172,379,483,334,827,558,810,480,453,613,803,824,187,930,28,182,484,7,652,683,308,71,742,712,234,68,460,921,517
Product 8087,386,359,695,583,916,163,477,196,414,557,747,783,779,578,426,121,158,786,836,321,714,188,653,476,707,905,291,656,679,598,470,304,340,486,567,898,984,901,614,716,334
Product 8088,233,998,541,411,873,925,866,965,577,95,860,497,242,324,848,948,158,54,175,927,636,816,185,939,627,705,476,168,411,312,645,15,111,925,303,628,242,661,612,775,800
Product 8089,867,102,577,324,340,549,221,918,496,70,760,70,916,322,469,730,984,545,842,615,672,702,609,285,103,150,995,344,594,29,647,657,99,551,418,796,124,577,259,287,744
Product 8090,768,294,384,823,855,84,899,875,542,780,319,265,304,867,574,995,961,542,538,833,798,463,634,325,423,986,789,904,780,106,354,400,310,168,936,701,71,453,434,679,533
Product 8091,82,312,172,496,900,996,123,874,722,603,122,373,804,475,428,542,808,771,447,457,538,402,885,331,371,725,84,89,388,572,401,910,479,458,840,189,707,200,450,586,668
Product 8092,986,21,875,172,566,660,817,618,772,453,399,852,683,753,136,627,596,181,718,360,344,58,186,637,760,279,33,529,173,960,851,371,697,794,486,591,355,430,257,856,957
Product 8093,163,512,613,511,874,585,893,995,223,949,920,992,301,314,136,312,541,352,580,159,640,585,878,808,353,872,316,121,14,759,691,491,256,639,742,312,788,135,749,364,829
Product 8094,81,307,638,101,845,864,272,847,649,253,432,402,508,480,359,794,189,415,228,141,944,829,835,913,712,457,32,250,418,97,109,221,17,185,76,186,740,35,640,196,196
Product 8095,453,453,271,992,749,106,873,123,24,310,368,702,241,916,557,604,238,129,596,699,593,46,318,761,932,167,991,748,547,839,855,529,374,992,840,359,380,700,587,342,784
Product 8096,201,259,263,837,335,622,300,765,204,695,562,818,257,739,57,724,423,267,806,253,314,988,148,576,248,529,738,911,164,962,997,303,829,168,166,148,894,734,611,604,953
Product 8097,338,190,213,245,784,434,429,627,446,918,660,73,278,7,82,903,642,633,864,571,387,362,21,483,874,116,512,973,593,87,405,840,290,775,950,673,714,226,271,411,502
Product 8098,987,133,348,702,490,645,885,581,411,217,80,129,897,329,325,878,310,974,967,883,508,638,148,598,138,869,847,995,625,210,75,393,847,158,341,921,740,734,896,796,465
Product 8099,357,291,701,209,193,764,811,709,498,981,19,292,295,797,137,534,228,300,120,574,208,451,580,141,966,97,273,245,197,5,125,116,942,220,335,999,61,795,525,85,225
Product 8100,637,200,900,66,568,622,852,990,898,317,403,228,323,310,722,355,830,73,974,31,269,708,537,414,766,515,372,895,954,410,719,957,594,655,489,269,830,53,196,442,245
Product 8101,663,735,681,70,712,520,980,106,24,432,430,172,599,836,299,331,426,73,829,540,586,93,213,546,153,363,352,992,942,887,806,753,816,746,953,813,204,228,561,635,221
Product 8102,24,687,260,0,290,129,257,468,978,841,54,86,618,986,368,635,591,131,614,130,98,418,154,433,175,934,494,901,855,696,20,742,627,86,146,912,514,665,450,88,614
Product 8103,800,15,176,475,436,450,258,760,450,603,769,1,175,357,180,347,29,855,71,440,548,477,930,427,910,638,649,469,232,265,350,22,37,454,178,594,280,158,501,430,530
Product 8104,437,395,955,504,401,134,364,963,603,809,10,731,94,300,626,265,255,516,695,135,244,327,528,527,892,315,357,689,455,449,274,864,181,430,867,883,136,405,381,694,244
Product 8105,364,406,394,428,652,176,891,52,396,596,480,134,726,465,809,418,969,178,23,45,238,620,745,87,867,503,397,579,347,456,738,250,928,990,915,38,126,501,796,251,571
Product 8106,240,451,394,444,611,963,131,53,650,732,723,805,604,945,433,516,440,154,71,419,224,837,891,104,196,218,939,440,843,988,323,603,144,940,885,100,505,935,195,164,591
Product 8107,858,148,515,290,47,126,561,888,188,114,836,384,570,954,614,682,700,326,716,736,777,861,588,511,588,493,490,808,992,502,541,300,542,652,390,42,523,323,818,719,767
Product 8108,25,35,558,778,666,863,567,973,277,103,771,9,635,390,512,590,350,158,583,905,707,16,801,996,424,629,278,672,679,709,487,912,495,362,205,501,67,555,766,489,596
Product 8109,694,213,863,389,829,254,136,64,506,922,537,457,827,114,390,932,958,611,775,671,49,370,794,58,58,729,857,116,136,465,387,954,57,939,137,553,287,425,161,88,203
Product 8110,707,161,759,688,261,826,787,909,907,79,347,133,375,450,265,791,376,507,930,656,684,989,765,700,507,669,977,4,36,233,397,897,774,212,734,785,87,154,105,111,75
Product 8111,247,424,989,930,971,41,140,712,399,84,490,487,150,350,398,527,518,938,957,522,827,671,403,168,998,646,259,134,70,26,283,920,487,423,861,500,95,302,263,849,996
Product 8112,199,678,166,530,372,767,490,884,925,558,500,389,52,305,63,573,676,422,217,488,753,241,770,285,921,789,170,628,382,399,276,365,532,181,178,500,662,580,717,507,395
Product 8113,507,765,53,851,776,525,693,863,160,713,799,707,185,624,645,791,555,873,411,787,319,136,504,353,943,779,908,712,6,15,602,811,126,85,399,605,72,913,908,272,978
Product 8114,32,499,987,881,46,99,744,809,556,109,747,896,240,697,918,564,237,124,528,903,657,314,900,162,424,839,831,622,733,543,665,873,778,51,652,107,772,975,642,973,356
Product 8115,742,359,396,244,114,2,801,290,677,474,495,770,154,297,573,636,809,522,499,863,799,468,541,317,559,64,205,694,411,995,947,793,267,572,717,157,152,257,352,414,271
Product 8116,764,892,927,684,208,277,675,755,621,739,942,835,845,9,216,483,954,312,520,895,21,534,530,814,884,435,561,88,370,937,765,562,449,94,172,688,581,433,501,378,871
Product 8117,42,81,136,417,345,996,223,546,895,394,159,638,620,153,575,848,413,187,501,690,341,709,125,16,312,199,49,856,308,967,485,431,890,742,174,528,204,844,657,671,808
Product 8118,510,797,828,925,57,142,622,751,300,388,95,880,541,109,434,187,311,878,0,275,919,1,105,782,885,684,291,642,855,815,505,281,641,620,789,722,992,310,661,23,5
Product 8119,941,65,110,244,478,745,554,919,329,749,283,933,164,216,147,877,153,62,976,929,670,459,683,80,195,883,277,528,720,325,638,179,521,347,131,104,265,779,996,749,350
Product 8120,470,394,927,71,729,763,903,438,881,845,415,805,735,205,929,926,309,119,329,499,478,556,460,127,536,949,303,252,252,75,136,300,26,984,962,113,277,740,45,789,839
Product 8121,214,864,981,448,336,812,395,966,93,287,480,873,688,190,863,850,872,461,958,151,800,854,243,189,439,990,40,835,249,26,855,191,242,178,765,241,607,888,896,717,514
Product 8122,343,359,845,768,311,101,594,351,21,206,217,995,825,564,560,487,751,95,551,267,862,3,344,444,786,418,189,574,931,947,336,747,124,965,821,912,212,13,565,910,183
Product 8123,468,291,745,574,116,471,49,355,872,294,640,695,235,214,385,380,757,831,494,979,998,792,383,995,833,497,847,14,413,260,466,310,920,104,594,249,120,293,108,165,733
Product 8124,36,314,439,454,913,944,387,582,748,985,816,208,292,967,895,257,471,237,842,131,294,879,613,594,379,793,784,319,577,597,791,300,456,105,480,477,463,575,135,735,444
Product 8125,89,360,269,54,824,529,150,35,119,535,710,657,932,511,6,814,57,985,233,446,302,561,978,331,476,246,990,90,893,333,397,128,673,807,165,657,785,634,783,47,285
Product 8126,82,434,156,627,175,991,273,869,752,5,883,822,523,986,773,830,421,651,93,376,993,313,804,811,692,129,744,381,908,178,362,657,208,333,417,855,46,944,474,642,640
Product 8127,120,736,765,638,67,552,319,326,600,303,369,451,563,873,72,22,155,163,456,338,599,925,513,243,837,577,972,240,975,873,568,156,430,318,448,72,648,147,888,305,473
Product 8128,706,663,40,39,523,650,919,547,948,531,565,141,758,957,525,601,257,929,900,503,80,637,919,3,787,742,622,756,766,50,544,645,57,980,100,347,500,757,980,720,348
Product 8129,928,927,718,219,348,945,690,214,596,352,180,109,722,702,159,788,448,800,751,102,681,486,69,34,23,68,515,164,301,715,522,364,617,12,688,261,812,271,609,965,801
Product 8130,546,303,236,488,627,27,141,787,410,676,919,714,51,680,322,76,604,53,356,230,766,534,39,967,519,673,386,453,139,664,972,342,6,217,919,515,267,107,757,778,510
Product 8131,868,568,553,952,748,691,614,461,194,453,303,683,67,977,939,234,802,96,313,713,207,74,610,485,820,585,387,248,292,451,3,554,335,876,626,269,104,294,215,754,600
Product 8132,558,775,917,102,313,34,594,983,328,898,670,446,937,600,405,819,917,449,242,221,749,836,262,925,727,989,924,153,284,730,486,928,674,271,202,177,919,324,97,886,218
Product 8133,126,30,397,310,859,882,919,380,340,152,507,797,15,546,394,799,357,993,298,59,710,36,621,876,113,455,467,168,718,90,283,500,962,788,123,186,969,428,334,409,216
Product 8134,434,629,286,412,795,649,589,838,619,982,316,627,899,662,686,577,575,508,24,923,130,330,288,812,300,872,700,57,475,48,771,55,515,358,251,306,123,461,957,886,815
Product 8135,72,462,87,423,199,450,117,715,152,581,263,907,408,927,646,920,464,398,634,534,531,435,70,577,90,600,206,764,129,659,950,150,87,593,67,989,245,134,548,13,776
Product 8136,373,390,444,807,853,941,775,580,960,587,557,52,571,802,567,922,981,664,511,965,902,883,615,246,324,55,469,762,629,578,646,815,211,732,858,919,469,482,858,864,27
Product 8137,978,713,397,462,132,696,511,459,82,920,640,580,596,249,588,392,139,807,356,498,617,824,586,576,651,407,316,58,190,532,654,581,517,572,822,272,796,402,628,511,883
Product 8138,850,285,718,956,897,674,105,502,354,852,904,324,581,857,620,617,363,378,202,18,931,45,607,286,223,230,991,463,487,326,580,243,702,581,524,869,544,761,842,541,644
Product 8139,349,684,664,215,980,734,14,716,600,999,136,146,169,820,647,244,68,838,518,176,271,822,489,669,566,714,593,69,538,326,162,78,103,511,653,817,88,160,845,125,504
Product 8140,788,342,242,429,538,611,841,492,732,839,569,27,904,838,91,689,200,618,704,436,468,103,374,506,528,690,349,711,494,142,557,827,298,502,382,540,833,299,244,831,138
Product 8141,389,38,497,682,456,868,187,393,40,718,469,657,889,416,325,746,326,758,138,711,272,20,5,327,522,704,14,888,272,625,809,893,464,227,671,3,778,487,83,442,290
Product 8142,819,480,526,612,554,624,678,297,760,718,637,523,524,618,990,996,143,406,918,68,716,216,416,410,878,89,155,596,346,382,216,152,848,672,113,712,31,658,557,448,520
Product 8143,318,48,357,261,430,46,217,673,983,871,497,258,285,158,608,527,995,228,823,625,161,967,297,117,691,659,41,743,34,906,926,868,374,36,99,279,708,242,733,320,40
Product 8144,354,506,510,499,530,734,16,158,954,723,879,670,352,396,234,315,909,778,973,37,726,453,577,62,857,573,340,387,868,223,951,220,190,451,166,879,858,377,650,290,780
Product 8145,41,161,866,417,723,279,905,731,865,714,367,994,777,243,535,119,151,768,497,90,795,513,659,214,646,648,143,976,132,526,812,996,694,439,661,457,978,143,101,284,313
Product 8146,889,673,4,262,492,889,240,909,987,758,673,154,185,981,341,418,353,975,155,89,87,458,193,498,222,43,178,66,775,639,988,436,440,673,193,192,616,146,946,386,881
Product 8147,453,760,248,860,880,708,20,725,436,373,996,962,462,59,932,921,533,74,803,384,755,166,101,107,218,690,750,856,383,504,499,274,845,888,483,537,613,420,451,688,388
Product 8148,317,19,83,171,945,61,624,394,309,947,482,619,4,908,161,872,938,515,232,931,224,463,587,966,536,175,986,814,857,861,939,614,485,681,522,416,648,639,422,338,999
Product 8149,604,781,754,290,911,388,870,424,396,187,137,539,507,629,70,960,268,504,451,348,190,331,194,671,493,856,232,795,782,544,823,884,160,472,824,21,579,523,185,73,942
Product 8150,113,938,111,299,387,980,405,841,415,46,983,886,171,113,202,562,579,518,505,309,690,644,62,944,74,407,428,292,735,164,762,887,159,387,486,393,2,580,970,853,533
Product 8151,211,827,885,392,410,133,690,285,455,296,296,743,886,314,242,274,269,774,699,67,247,1000,170,772,555,474,527,607,118,221,715,444,742,176,882,615,304,749,204,246,588
