Country,Product.Description,10/1/2016,11/1/2016,12/1/2016,1/1/2017,2/1/2017,3/1/2017,4/1/2017,5/1/2017,6/1/2017,7/1/2017,8/1/2017,9/1/2017,10/1/2017,11/1/2017,12/1/2017,1/1/2018,2/1/2018,3/1/2018,4/1/2018,5/1/2018,6/1/2018,7/1/2018,8/1/2018,9/1/2018,10/1/2018,11/1/2018,12/1/2018,1/1/2019,2/1/2019,3/1/2019,4/1/2019,5/1/2019,6/1/2019,7/1/2019,8/1/2019,9/1/2019,10/1/2019,11/1/2019,12/1/2019,1/1/2020,2/1/2020
Italy,Product 1057,17,9,9,15,4,14,15,15,19,6,8,18,12,16,8,3,13,0,11,19,20,1,18,16,9,18,18,5,15,17,17,14,18,5,3,13,3,19,16,3,10
Italy,Product 1058,7,1,8,14,5,1,12,4,11,5,3,5,5,0,0,16,4,15,10,18,7,10,9,20,14,8,6,17,16,4,6,1,20,3,8,2,11,9,5,8,13
Italy,Product 1059,10,4,6,11,11,4,9,6,9,1,15,17,2,13,18,12,17,16,8,12,17,7,1,14,19,14,12,1,18,13,3,0,10,19,10,16,1,16,10,11,15
Italy,Product 1060,19,16,0,11,11,3,19,9,4,19,7,18,10,2,8,3,14,2,7,2,7,19,18,1,12,14,13,7,15,9,1,3,18,10,19,18,13,13,3,13,12
Italy,Product 1061,14,20,12,3,11,9,16,8,2,16,5,1,13,10,12,10,5,15,13,12,13,13,2,14,2,16,10,7,20,17,8,14,18,17,8,20,13,2,18,5,10
Italy,Product 1062,1,15,12,2,6,8,15,16,4,9,9,14,5,7,2,20,0,6,1,4,1,19,17,17,4,8,6,18,19,15,20,19,9,13,14,14,18,16,13,16,2
Italy,Product 1063,10,0,17,11,4,11,2,16,11,17,3,17,15,10,0,17,4,16,3,15,12,3,5,11,14,9,2,5,0,10,18,3,10,11,6,3,7,11,3,1,1
Italy,Product 1064,13,20,14,16,8,17,16,11,0,1,0,8,7,2,6,4,8,3,7,10,7,5,10,18,17,20,8,18,11,6,5,8,3,4,12,16,11,15,19,2,19
Italy,Product 1065,2,5,0,17,10,11,0,11,7,13,7,9,12,2,1,1,11,8,1,17,15,20,5,16,19,6,11,8,17,11,13,18,2,20,1,8,16,12,14,12,15
Italy,Product 1066,18,11,5,2,7,12,15,6,1,1,20,2,1,11,19,6,19,16,11,6,9,1,20,3,9,0,5,14,15,7,14,16,10,4,0,12,16,2,4,10,4
Italy,Product 1067,7,7,11,11,11,15,15,10,13,0,6,6,18,14,10,17,14,18,12,5,10,5,19,4,5,10,19,4,4,9,16,1,1,11,19,19,1,3,8,6,15
Italy,Product 1068,10,1,16,19,10,6,7,1,12,5,5,9,12,20,9,7,3,7,5,1,3,5,5,15,9,14,8,11,11,3,5,8,13,5,12,14,6,10,10,19,12
Italy,Product 1069,11,4,13,17,5,10,19,15,16,15,0,17,8,6,11,19,19,4,19,7,10,4,12,1,17,17,6,19,7,19,6,8,11,5,1,10,5,8,17,16,19
Italy,Product 1070,18,11,9,10,17,4,20,20,11,3,3,17,5,2,15,8,15,19,1,2,2,0,15,1,17,8,13,13,14,16,7,10,6,16,3,2,3,6,2,6,7
Italy,Product 1071,13,19,18,13,7,10,15,6,13,5,5,7,18,11,6,15,11,18,1,16,3,1,6,17,8,15,15,11,5,6,4,5,10,4,9,18,17,9,1,0,12
Italy,Product 1072,1,16,11,18,8,6,9,3,6,8,0,17,13,19,9,13,9,12,3,3,3,18,5,20,7,10,13,2,14,15,5,18,10,12,18,2,11,17,18,11,12
Italy,Product 1073,20,13,11,11,5,10,8,18,17,18,18,1,11,0,5,15,12,18,19,11,12,20,14,2,11,12,1,7,13,2,20,13,1,5,4,20,5,11,11,9,19
Italy,Product 1074,3,8,7,19,1,7,0,2,17,20,5,4,10,2,6,18,5,11,16,12,17,6,7,18,4,0,10,9,13,7,3,8,15,4,13,3,15,19,19,2,3
Italy,Product 1075,13,8,5,7,7,8,16,15,12,9,8,10,4,12,5,2,18,19,3,13,9,19,4,4,18,16,11,7,6,5,2,4,12,16,5,5,19,6,0,17,11
Italy,Product 1076,6,11,9,6,14,15,4,15,1,1,3,6,17,12,2,11,11,9,9,4,8,15,9,2,12,19,2,18,6,2,12,16,8,19,10,16,7,7,16,8,8
Italy,Product 1077,8,19,13,19,13,16,8,1,14,13,19,12,12,5,3,10,17,11,18,2,19,14,11,19,7,18,20,9,8,4,17,7,2,9,11,17,3,3,16,6,5
Italy,Product 1078,2,18,17,19,17,19,19,8,1,12,14,7,7,15,10,13,0,14,16,3,11,3,0,8,4,17,6,15,9,13,19,3,5,4,14,0,19,1,12,1,2
Italy,Product 1079,14,16,8,13,4,15,1,3,19,15,11,7,2,17,2,14,9,18,7,20,4,1,7,15,9,15,18,18,15,19,4,10,13,16,8,1,17,2,3,2,9
Italy,Product 1080,2,20,18,1,15,12,14,11,9,6,7,16,17,4,4,11,10,2,4,12,4,0,7,17,14,1,9,1,9,16,15,18,10,9,13,17,8,1,19,11,18
Italy,Product 1081,2,3,16,6,9,4,9,3,16,12,12,19,11,16,15,4,6,3,10,1,15,5,9,5,8,2,4,10,11,18,2,19,14,6,15,2,19,3,16,19,14
Italy,Product 1082,6,4,17,11,12,7,15,18,5,9,7,19,0,1,18,15,5,19,17,0,7,4,7,6,14,4,5,7,19,9,6,9,1,13,5,10,13,1,2,15,16
Italy,Product 1083,16,9,20,16,4,14,7,2,13,11,15,13,17,9,1,7,13,17,17,9,17,5,17,3,4,16,8,3,16,6,1,9,6,2,16,8,12,4,0,13,18
Italy,Product 1084,5,6,10,2,16,16,7,0,4,19,5,8,20,2,12,2,3,11,19,16,5,9,3,18,15,9,12,17,12,4,13,1,10,16,17,3,16,17,9,7,4
Italy,Product 1085,13,19,10,16,10,17,1,4,14,8,5,6,18,13,4,2,7,8,7,13,8,2,16,17,14,5,19,2,14,15,15,13,17,19,15,15,11,16,2,18,6
Italy,Product 1086,18,18,17,19,5,10,6,14,5,20,15,5,2,19,12,1,15,5,16,18,6,4,6,12,18,4,12,16,4,9,1,8,9,4,18,19,2,15,1,2,14
Italy,Product 1087,15,15,19,4,8,19,10,3,15,10,3,17,13,2,6,15,15,7,15,9,1,6,7,10,15,20,6,2,14,10,9,2,5,3,17,17,9,11,19,17,4
Italy,Product 1088,10,15,3,17,12,10,8,13,1,12,9,17,13,17,17,9,18,5,12,18,5,2,17,8,20,14,6,16,4,0,20,9,9,11,4,14,17,5,2,4,13
Italy,Product 1089,9,8,5,15,10,15,12,8,12,11,14,17,6,11,16,19,18,7,4,5,19,12,17,11,6,10,6,17,1,8,8,7,8,14,16,6,17,18,1,3,15
Italy,Product 1090,3,4,17,5,1,8,8,14,1,8,5,12,9,9,8,13,13,7,12,8,11,18,11,9,1,18,10,2,17,11,16,20,5,10,17,13,11,9,2,0,11
Italy,Product 1091,7,3,3,14,18,15,9,10,6,5,13,11,13,0,15,3,9,13,4,12,19,3,17,16,8,4,8,10,1,19,19,11,18,17,12,7,18,13,15,2,6
Italy,Product 1092,18,15,11,13,8,13,18,10,14,15,17,8,13,10,7,7,14,4,1,13,14,18,15,3,9,3,12,4,9,10,13,7,5,11,16,2,16,16,3,17,8
Italy,Product 1093,14,12,9,9,19,13,15,8,6,6,11,4,15,17,19,3,5,11,3,6,4,5,14,18,12,3,7,11,6,12,8,12,18,17,3,18,16,2,10,9,5
Italy,Product 1094,13,11,3,4,15,6,19,9,15,14,7,15,10,8,20,4,5,2,11,6,3,10,16,17,12,11,12,17,1,2,15,3,14,3,18,8,8,14,7,11,2
Italy,Product 1095,19,4,18,13,13,18,19,9,19,7,12,13,13,15,2,15,16,5,5,6,13,4,2,9,12,16,4,13,8,16,16,18,10,4,20,7,8,19,8,17,4
Italy,Product 1096,9,12,2,9,8,16,1,19,10,6,1,11,16,8,6,3,8,9,5,15,14,2,12,10,13,11,4,9,14,3,5,4,10,7,7,9,19,1,5,18,1
Italy,Product 1097,15,13,19,5,15,1,6,9,7,2,1,8,5,2,7,6,7,14,16,5,3,16,9,0,4,18,15,10,19,5,3,3,15,20,7,19,8,1,17,0,19
Italy,Product 1098,7,11,4,15,17,6,14,1,12,7,4,4,5,6,13,5,20,1,7,12,4,16,14,20,7,13,15,12,3,3,6,9,15,7,5,5,3,6,5,6,12
Italy,Product 1099,17,18,3,5,11,10,10,1,10,10,12,16,2,11,10,16,10,17,14,9,18,1,19,11,1,10,10,10,18,18,19,6,20,20,3,12,4,2,10,2,3
Italy,Product 1100,3,5,3,13,12,13,11,12,16,8,13,11,2,10,4,8,4,16,17,4,16,3,1,16,5,10,9,13,8,13,11,17,16,6,19,11,3,7,15,3,2
Italy,Product 1101,8,19,6,16,14,16,1,13,2,17,13,16,1,15,15,10,2,7,2,7,0,19,13,20,9,13,7,16,19,4,8,3,15,11,15,2,12,19,3,9,11
Italy,Product 1102,18,1,1,19,1,17,6,15,16,7,12,10,8,4,11,16,1,3,16,11,19,14,11,15,1,3,9,14,0,20,3,16,14,12,18,7,14,15,11,9,18
Italy,Product 1103,14,5,16,10,4,8,13,18,15,16,1,18,1,9,8,16,10,8,12,10,12,1,9,16,8,20,10,3,5,14,15,6,3,5,17,10,10,5,5,15,11
Italy,Product 1104,1,1,6,1,10,17,15,5,7,7,5,17,6,11,16,8,5,7,12,19,4,6,15,7,5,15,20,2,1,2,5,14,2,5,1,19,2,3,11,17,5
Italy,Product 1105,19,16,9,15,3,7,12,6,9,15,4,6,4,17,2,5,5,11,12,15,1,17,8,17,0,2,4,3,5,0,5,12,8,7,6,7,13,10,6,7,9
Italy,Product 1106,19,10,9,11,14,5,16,10,6,10,18,6,6,17,16,12,12,13,5,9,11,7,13,4,9,3,4,13,12,4,5,8,3,1,10,14,4,13,2,16,6
Italy,Product 1107,2,9,6,7,10,0,10,4,14,18,9,11,2,13,13,6,4,10,18,7,19,12,7,9,20,3,7,19,3,10,13,10,6,16,2,1,18,5,11,18,7
Italy,Product 1108,4,18,19,20,4,4,0,15,20,3,6,4,13,11,13,4,10,17,16,18,14,1,10,11,15,9,6,10,11,9,3,10,3,8,11,6,12,19,14,7,7
Italy,Product 1109,11,3,5,10,18,13,4,4,10,11,7,1,17,7,11,13,17,15,12,1,10,16,9,9,9,6,11,15,4,5,8,13,8,20,4,10,4,17,12,3,20
Italy,Product 1110,10,16,16,1,8,0,11,5,6,19,13,11,5,11,12,8,14,12,9,8,11,4,7,7,5,8,20,1,12,5,14,9,10,4,0,7,12,16,14,20,16
Italy,Product 1111,6,14,13,13,6,10,19,11,4,18,0,6,15,2,13,15,19,2,10,13,19,11,0,7,9,19,15,14,2,15,9,19,14,8,7,14,14,18,7,3,19
Italy,Product 1112,14,18,4,2,4,3,11,7,3,12,5,3,18,19,6,3,20,19,15,19,13,18,5,9,2,6,20,18,1,7,3,18,6,4,4,12,16,7,5,4,20
Italy,Product 1113,12,10,2,10,17,4,1,2,15,19,7,3,1,4,10,2,14,11,4,7,6,19,8,1,20,5,1,2,3,1,15,9,11,19,5,3,4,10,14,10,8
Italy,Product 1114,12,18,19,18,6,20,12,15,6,19,15,8,17,15,13,19,4,9,10,7,18,17,10,9,6,12,5,12,8,11,2,10,16,11,3,16,4,10,9,15,6
Italy,Product 1115,11,0,14,4,15,4,16,12,20,6,20,13,12,19,4,17,17,6,20,3,18,12,16,6,13,8,14,9,19,3,8,12,7,16,12,18,16,14,7,16,9
Italy,Product 1116,17,20,19,7,18,8,17,14,17,10,8,7,6,15,19,12,1,17,5,20,9,8,10,14,7,11,9,7,13,6,3,11,2,14,14,13,3,6,8,0,2
Italy,Product 1117,4,9,6,20,17,10,11,19,13,5,17,8,5,19,3,16,5,2,11,19,2,3,18,5,19,2,19,3,14,8,12,7,15,8,3,14,20,13,1,3,9
Italy,Product 1118,19,4,2,12,5,4,12,17,11,8,19,3,15,19,2,7,1,16,16,19,11,2,16,4,1,9,4,12,14,10,11,19,12,12,9,16,18,15,6,17,7
Italy,Product 1119,13,7,10,9,8,1,10,8,4,5,13,13,5,8,3,1,12,10,18,10,14,8,2,14,9,3,18,1,6,19,14,20,1,11,18,19,16,18,19,12,3
Italy,Product 1120,3,5,15,4,10,15,14,18,13,1,9,16,14,18,6,14,14,1,3,11,2,12,11,18,17,7,6,2,14,18,9,15,2,11,7,19,18,10,1,16,19
Italy,Product 1121,0,14,16,0,16,10,14,18,17,12,4,8,15,10,10,15,6,5,1,9,9,3,7,3,15,4,7,6,2,12,13,6,15,5,1,18,15,7,20,20,7
Italy,Product 1122,3,9,6,17,2,4,1,14,6,6,6,18,5,11,17,1,12,5,9,7,0,3,15,5,17,7,7,5,4,3,4,3,14,11,8,14,1,12,8,13,10
Italy,Product 1123,7,19,6,15,13,9,2,3,6,3,6,8,4,12,17,10,15,1,13,13,18,12,18,17,16,2,15,9,2,17,12,16,17,3,12,14,6,2,9,13,3
Italy,Product 1124,1,17,14,3,8,19,3,3,15,10,10,14,4,2,2,10,9,16,2,13,16,3,7,16,18,4,4,16,3,10,6,3,11,7,13,13,6,7,3,20,2
Italy,Product 1125,12,1,3,9,16,2,14,14,7,0,9,13,10,2,15,19,16,11,16,5,19,3,8,14,15,4,12,11,8,2,4,12,2,2,15,8,8,0,19,3,4
Italy,Product 1126,6,2,6,1,0,12,8,15,0,18,18,15,17,8,13,10,0,19,16,10,3,15,15,4,9,18,6,13,6,10,10,15,6,13,18,2,16,12,8,10,8
Italy,Product 1127,17,6,8,2,8,5,1,11,5,12,4,5,8,14,18,7,3,8,12,3,18,15,18,20,10,1,19,5,14,2,19,19,5,18,14,4,13,5,3,14,1
Italy,Product 1128,16,20,1,1,6,12,18,10,2,14,4,13,4,9,17,12,15,11,6,4,4,2,4,3,18,1,20,6,18,0,5,14,14,17,10,10,13,14,12,14,11
Italy,Product 1129,4,10,17,8,13,4,10,0,7,5,7,8,0,5,4,18,18,15,19,13,15,19,10,16,2,7,10,16,11,0,5,5,2,14,8,3,3,10,18,17,2
Italy,Product 1130,18,8,12,14,18,18,11,14,19,18,11,16,0,3,9,13,12,13,3,17,18,7,6,2,8,10,1,18,16,17,15,13,13,8,15,11,15,12,14,8,15
Italy,Product 1131,7,13,20,18,4,12,13,13,6,5,9,19,2,2,14,11,7,17,14,13,1,10,19,9,1,17,2,19,0,11,1,18,13,20,16,16,17,10,7,19,3
Italy,Product 1132,20,5,13,9,14,17,3,10,4,14,10,5,7,7,2,15,18,19,18,3,18,1,8,8,16,10,3,14,9,17,6,11,11,16,16,19,16,12,4,0,4
Italy,Product 1133,3,2,9,9,10,19,6,11,0,15,18,16,14,4,19,8,6,16,18,17,9,19,10,13,11,2,18,2,12,15,9,1,12,20,17,4,12,18,9,1,10
Italy,Product 1134,8,20,11,7,15,3,15,6,7,12,10,18,16,2,18,11,11,4,2,7,16,3,16,10,3,11,8,11,16,1,9,0,18,0,6,19,18,9,0,8,15
Italy,Product 1135,1,10,18,11,8,17,20,7,2,14,3,4,0,2,8,8,15,16,18,3,11,7,15,14,9,8,17,3,5,7,9,7,13,8,4,18,14,13,15,3,14
Italy,Product 1136,8,12,10,10,3,0,18,2,6,14,4,18,20,8,11,7,4,12,19,13,3,19,14,11,18,20,18,9,7,5,5,1,5,12,6,6,8,16,5,8,0
Italy,Product 1137,20,5,2,16,19,8,3,3,11,3,18,18,5,5,14,15,7,12,12,18,5,17,9,18,17,4,17,19,9,13,14,16,17,13,15,16,13,9,1,15,16
Italy,Product 1138,18,12,1,11,1,12,5,9,6,18,19,7,3,15,3,12,8,13,20,8,17,5,16,19,20,2,7,14,14,4,17,3,4,15,14,14,16,3,18,7,7
Italy,Product 1139,3,17,10,11,12,9,10,8,4,4,2,6,14,11,4,6,18,3,20,12,15,15,17,18,3,4,10,10,11,9,8,10,17,15,12,13,9,17,14,2,16
Italy,Product 1140,11,10,8,1,18,12,4,6,5,17,3,0,13,0,14,8,1,17,18,17,6,19,9,3,8,9,16,19,9,18,10,1,5,11,17,2,11,2,14,9,2
Italy,Product 1141,3,9,5,5,9,13,0,17,16,5,19,8,14,3,7,20,1,9,20,5,11,1,13,4,0,19,8,8,18,15,1,13,9,19,19,3,15,0,9,16,6
Italy,Product 1142,6,10,4,14,14,4,2,10,3,20,6,7,18,5,15,10,7,16,17,19,8,7,3,13,8,1,11,19,19,18,3,13,17,1,19,3,18,12,17,0,3
Italy,Product 1143,7,18,1,4,9,8,10,1,17,6,17,5,13,13,19,11,18,0,17,16,17,6,17,10,2,13,12,9,16,3,4,19,5,3,7,3,16,8,6,11,13
Italy,Product 1144,7,6,5,1,19,16,4,13,17,6,4,14,18,3,4,17,11,19,2,12,7,1,1,10,17,18,18,11,10,8,8,13,4,17,14,4,0,15,9,12,16
Italy,Product 1145,9,3,12,15,15,14,0,0,19,9,14,12,11,13,13,8,7,19,20,2,20,6,17,15,3,18,5,15,4,3,4,4,4,4,10,3,18,12,8,4,18
Italy,Product 1146,6,6,2,13,6,1,7,7,19,15,11,14,19,11,18,17,18,6,18,1,2,5,3,19,6,2,19,16,3,20,1,7,9,8,7,15,14,2,7,9,12
Italy,Product 1147,6,9,13,15,16,3,4,4,9,12,8,3,11,19,9,5,2,9,17,9,2,10,18,2,12,16,6,12,13,2,10,3,13,4,1,19,3,19,16,11,5
Italy,Product 1148,20,13,19,12,14,17,8,9,6,19,3,12,7,5,15,8,0,15,15,14,10,15,7,4,17,15,10,1,19,1,19,20,13,17,8,1,12,16,4,1,7
Italy,Product 1149,14,8,12,14,0,3,16,5,7,1,14,19,13,19,5,11,11,15,11,12,15,17,0,15,5,16,4,12,11,4,3,11,9,19,11,16,20,6,3,17,17
Italy,Product 1150,18,6,2,19,1,2,4,16,13,10,19,3,5,6,18,6,7,13,8,2,4,18,2,10,7,13,12,17,18,9,6,19,11,15,12,12,3,7,16,5,9
Italy,Product 1151,20,0,15,11,11,6,13,17,9,13,5,11,19,12,8,10,14,3,13,1,15,18,11,7,5,4,2,4,18,5,12,17,5,18,15,3,16,8,1,4,11
Italy,Product 1152,18,6,18,13,17,9,5,13,4,5,2,3,16,0,5,4,13,12,1,3,14,17,12,17,6,9,12,18,16,9,17,19,5,10,10,15,14,5,18,3,14
Italy,Product 1153,17,9,3,15,2,14,16,15,17,4,9,1,4,3,19,10,8,20,10,14,6,16,14,17,6,9,14,19,19,2,10,13,8,5,14,8,17,17,2,16,17
Italy,Product 1154,15,11,3,2,2,16,19,18,15,14,17,2,17,1,16,12,10,12,5,1,7,9,11,10,9,12,18,5,0,14,2,11,1,5,13,11,6,15,19,1,15
Italy,Product 1155,0,15,7,19,8,15,13,3,16,11,8,1,0,18,2,5,16,11,11,5,17,10,16,10,17,3,19,11,19,16,13,9,6,16,17,9,15,16,9,5,9
Italy,Product 1156,16,12,4,10,10,14,19,14,20,9,15,13,8,11,2,7,13,7,1,10,12,3,12,17,8,7,13,20,5,17,0,18,6,4,18,3,13,5,9,10,9
Italy,Product 1157,6,1,3,17,6,14,0,4,6,7,12,6,5,8,11,19,8,10,16,18,2,16,12,11,14,13,6,17,13,3,5,20,4,5,7,20,10,9,18,2,16
Italy,Product 1158,18,19,3,9,4,16,3,4,7,11,18,10,1,7,15,6,16,11,17,12,4,5,2,19,11,5,16,6,15,16,3,17,3,16,9,6,18,9,0,7,15
Italy,Product 1159,9,11,19,16,17,4,13,2,11,18,11,16,14,12,10,7,8,14,15,3,12,6,18,20,9,1,8,9,7,3,13,2,13,9,5,4,6,9,19,18,5
Italy,Product 1160,10,1,5,14,6,0,17,4,14,2,7,12,7,0,4,7,2,4,6,18,3,2,7,10,7,15,3,9,5,4,15,7,7,9,18,18,9,19,12,14,8
Italy,Product 1161,18,15,18,8,17,8,6,8,9,19,2,10,2,15,6,16,12,16,5,14,3,10,2,18,13,11,2,13,16,6,10,8,7,10,7,11,12,18,11,0,18
Italy,Product 1162,10,14,18,3,19,6,2,11,10,10,5,10,17,11,6,8,12,5,7,12,6,12,11,3,18,8,5,17,14,8,16,5,9,3,5,19,10,3,1,12,6
Italy,Product 1163,0,2,7,14,4,7,5,6,15,3,7,14,17,19,14,14,3,8,0,12,19,17,1,1,9,19,13,2,11,11,13,18,17,2,1,16,1,9,0,19,10
Italy,Product 1164,16,4,12,20,9,15,17,12,11,16,13,7,17,10,15,13,13,1,11,20,11,6,2,5,9,13,17,1,11,18,2,5,0,13,8,14,9,3,16,19,4
Italy,Product 1165,2,19,7,8,7,5,3,19,16,2,15,1,3,7,1,9,14,13,10,1,16,10,4,17,5,18,9,8,6,5,3,15,16,1,15,9,3,2,10,14,16
Italy,Product 1166,17,6,2,19,12,12,2,2,17,7,10,1,9,14,15,14,16,1,5,17,4,3,14,2,18,18,11,6,1,18,13,8,19,16,11,15,14,17,14,9,18
Italy,Product 1167,12,17,20,6,2,8,13,10,17,14,2,12,8,0,15,4,15,16,17,17,14,13,13,4,8,8,16,7,15,10,8,20,13,17,17,13,6,7,4,11,2
Italy,Product 1168,18,3,14,6,16,7,8,12,0,2,19,11,19,14,8,16,8,16,9,20,3,18,3,2,7,4,2,12,14,14,8,4,7,6,17,8,18,8,17,4,1
Italy,Product 1169,14,16,4,16,8,12,12,9,12,12,10,17,4,12,1,20,1,3,1,3,0,10,8,19,1,10,15,2,5,13,1,15,10,8,0,12,3,12,5,15,9
Italy,Product 1170,9,11,1,9,9,1,5,12,18,11,10,2,5,9,11,4,13,3,15,3,5,17,10,5,16,9,17,2,7,18,16,15,1,1,15,8,2,13,6,7,20
Italy,Product 1171,13,1,16,15,15,5,2,2,5,2,13,5,17,9,18,13,4,19,15,17,15,7,12,4,7,1,2,7,10,18,7,18,13,17,12,6,12,1,16,17,8
Italy,Product 1172,5,9,2,17,11,4,6,9,1,13,15,17,11,7,5,12,1,15,7,14,19,6,11,14,13,7,1,16,16,12,14,14,2,6,18,13,12,15,4,10,13
Italy,Product 1173,14,2,18,14,6,15,3,18,13,16,11,6,8,20,2,19,19,6,17,14,10,6,17,13,11,7,8,18,7,6,11,13,16,7,19,14,16,0,15,1,6
Italy,Product 1174,15,11,11,10,8,2,9,15,4,18,6,10,13,1,19,7,19,16,7,5,3,12,6,15,1,13,3,15,5,4,3,18,10,15,0,12,2,3,0,11,16
Italy,Product 1175,15,7,15,7,5,11,4,15,18,17,5,8,5,12,7,14,16,15,15,5,10,19,3,7,16,10,19,16,6,3,6,12,18,20,2,4,12,6,5,7,19
Italy,Product 1176,13,19,3,13,16,13,6,9,14,14,16,4,9,16,4,5,2,6,7,2,20,7,0,17,2,9,3,16,11,5,16,17,10,9,20,13,0,11,4,6,4
Italy,Product 1177,6,0,10,3,2,17,3,8,9,7,6,18,3,16,3,5,2,20,17,14,7,5,8,2,2,9,6,12,4,15,14,8,5,9,11,16,14,7,12,13,12
Italy,Product 1178,14,3,1,9,7,17,8,4,8,8,14,3,9,2,5,11,1,13,1,7,8,7,17,18,4,10,8,9,14,6,16,18,10,2,13,18,7,4,18,5,15
Italy,Product 1179,2,11,6,19,2,12,13,17,9,2,7,9,19,16,15,9,6,12,3,8,9,8,4,2,15,14,3,18,15,8,7,14,13,4,3,13,4,13,20,12,10
Italy,Product 1180,14,15,10,13,4,16,9,13,19,4,15,19,14,19,5,10,16,3,20,5,5,8,8,13,1,3,7,7,19,12,7,4,8,16,0,10,11,14,14,7,12
Italy,Product 1181,15,19,7,4,1,5,5,16,7,17,14,17,2,15,9,11,20,13,1,2,19,14,3,12,8,11,16,12,15,5,13,11,20,11,8,17,4,6,12,14,11
Italy,Product 1182,12,6,15,18,18,11,19,19,15,17,5,5,15,14,0,6,7,12,1,5,14,11,14,11,9,6,14,15,3,2,8,1,4,7,11,15,8,14,11,6,11
Italy,Product 1183,12,9,8,15,11,11,18,6,9,10,4,9,15,14,13,13,16,4,12,11,8,2,11,14,13,1,1,20,3,10,7,16,18,6,15,14,17,13,8,19,2
Italy,Product 1184,17,3,7,16,0,15,13,15,10,18,14,18,10,7,20,14,18,18,7,4,19,18,8,18,16,15,9,16,15,12,6,18,8,9,11,15,11,4,8,17,7
Italy,Product 1185,15,2,18,18,7,11,12,5,9,3,4,0,15,5,8,6,10,7,5,9,8,3,14,19,18,13,2,19,3,7,3,9,1,14,3,0,2,13,14,17,5
Italy,Product 1186,4,1,14,7,14,17,4,12,10,19,5,12,15,14,20,10,19,7,19,8,10,4,1,11,15,20,12,4,17,7,15,6,16,11,6,4,11,9,9,19,15
Italy,Product 1187,6,17,8,16,3,16,6,9,2,6,4,3,8,17,13,13,19,16,12,2,15,9,19,5,17,5,17,11,14,20,11,11,5,16,12,9,20,3,19,14,19
Italy,Product 1188,0,20,19,0,11,18,11,13,13,15,1,9,10,6,0,8,19,8,14,14,1,15,16,5,12,2,17,2,13,5,12,15,18,8,8,6,13,13,8,2,15
Italy,Product 1189,12,12,2,10,15,9,10,0,3,7,1,18,2,16,13,4,15,17,2,11,9,0,16,11,3,16,8,1,14,16,16,5,8,16,15,7,3,20,5,13,19
Italy,Product 1190,10,14,6,4,2,16,1,8,13,3,7,19,3,15,8,19,18,7,13,18,14,3,4,12,11,3,9,11,2,5,0,5,16,17,15,7,15,15,15,11,4
Italy,Product 1191,15,16,16,10,10,11,18,14,6,14,12,13,5,17,5,7,6,8,13,7,2,11,5,14,16,4,20,5,12,18,16,3,3,17,20,11,9,19,8,8,14
Italy,Product 1192,13,12,17,10,2,9,3,2,19,9,11,10,19,17,19,2,10,11,14,15,2,13,18,5,19,8,14,4,16,1,10,9,15,10,8,14,5,15,17,11,18
Italy,Product 1193,4,7,13,2,18,9,1,3,7,15,5,8,17,1,8,16,13,7,6,15,19,13,10,16,9,18,15,1,8,9,17,0,16,8,14,2,14,13,11,15,4
Italy,Product 1194,15,18,2,13,17,14,17,19,1,15,19,1,11,18,10,19,3,10,11,4,18,20,5,1,1,14,2,20,12,13,11,13,19,4,20,17,10,17,13,18,13
Italy,Product 1195,19,17,18,12,8,6,11,14,17,9,1,0,9,16,2,18,9,17,8,17,2,7,10,12,2,3,18,1,0,17,1,15,16,5,14,3,9,10,12,8,17
Italy,Product 1196,13,17,8,15,15,9,6,15,16,13,3,7,14,14,17,19,17,13,8,19,1,2,20,5,6,7,14,2,13,10,2,10,6,12,3,16,17,7,14,6,2
Italy,Product 1197,15,20,12,15,8,13,3,6,7,2,3,14,5,15,11,7,7,18,10,5,15,11,12,15,9,19,9,9,19,8,1,15,4,1,2,3,12,18,11,8,13
Italy,Product 1198,16,15,12,9,13,2,7,15,16,5,9,4,11,10,9,6,9,8,13,3,10,0,19,3,6,7,20,13,9,13,1,7,6,3,1,1,6,13,11,18,6
Italy,Product 1199,9,14,12,8,16,13,10,16,18,13,11,1,13,14,9,9,20,17,8,6,9,16,7,2,8,12,17,20,14,1,18,8,13,1,7,7,4,19,12,5,10
Italy,Product 1200,18,5,17,3,9,16,12,4,3,19,18,4,2,20,2,1,12,1,5,15,8,12,4,18,7,12,11,15,5,18,8,3,12,4,16,9,19,10,18,12,3
Italy,Product 1201,17,1,14,11,2,2,14,2,2,14,8,7,20,9,6,6,17,14,19,11,5,5,10,6,19,6,5,16,9,17,15,15,12,9,2,13,13,2,6,16,18
Italy,Product 1202,0,5,19,10,1,6,1,16,19,18,20,17,2,17,18,2,17,11,6,1,3,6,11,14,3,19,10,12,7,3,9,7,1,8,15,9,8,6,1,9,12
Italy,Product 1203,19,7,14,4,13,1,15,19,4,17,13,8,12,4,18,3,19,11,9,12,11,2,19,11,19,7,19,17,13,7,10,5,16,5,16,18,0,8,11,13,1
Italy,Product 1204,6,1,10,2,1,18,9,4,8,5,2,18,13,4,3,4,7,11,15,1,14,9,13,9,20,2,13,17,11,19,7,2,11,5,18,5,14,2,18,3,6
